Date,County,Population,Cases,Deaths,Policies & Announcements (Texas Government)
2/16/2021,HARRIS COUNTY,4713325,10,0,None
2/17/2021,HARRIS COUNTY,4713325,1082,6,None
2/18/2021,HARRIS COUNTY,4713325,78,5,None
2/19/2021,HARRIS COUNTY,4713325,1115,19,None
2/20/2021,HARRIS COUNTY,4713325,392,39,None
2/21/2021,HARRIS COUNTY,4713325,1358,22,None
2/22/2021,HARRIS COUNTY,4713325,761,7,None
2/23/2021,HARRIS COUNTY,4713325,503,26,None
2/24/2021,HARRIS COUNTY,4713325,529,49,None
2/25/2021,HARRIS COUNTY,4713325,796,47,None
2/26/2021,HARRIS COUNTY,4713325,3227,39,None
2/27/2021,HARRIS COUNTY,4713325,723,22,None
2/28/2021,HARRIS COUNTY,4713325,1353,34,None
3/1/2021,HARRIS COUNTY,4713325,862,7,None
3/2/2021,HARRIS COUNTY,4713325,2387,28,None
3/3/2021,HARRIS COUNTY,4713325,1615,45,None
3/4/2021,HARRIS COUNTY,4713325,1364,57,None
3/5/2021,HARRIS COUNTY,4713325,1129,55,None
3/6/2021,HARRIS COUNTY,4713325,947,29,None
3/7/2021,HARRIS COUNTY,4713325,877,5,None
3/8/2021,HARRIS COUNTY,4713325,566,3,None
3/9/2021,HARRIS COUNTY,4713325,473,27,None
3/10/2021,HARRIS COUNTY,4713325,517,39,None
3/11/2021,HARRIS COUNTY,4713325,1778,31,None
3/12/2021,HARRIS COUNTY,4713325,832,39,None
3/13/2021,HARRIS COUNTY,4713325,1065,28,None
3/14/2021,HARRIS COUNTY,4713325,725,19,None
3/15/2021,HARRIS COUNTY,4713325,175,3,None
3/16/2021,HARRIS COUNTY,4713325,1453,15,None
3/17/2021,HARRIS COUNTY,4713325,809,27,None
3/18/2021,HARRIS COUNTY,4713325,438,30,None
3/19/2021,HARRIS COUNTY,4713325,695,23,None
3/20/2021,HARRIS COUNTY,4713325,705,16,None
3/21/2021,HARRIS COUNTY,4713325,610,9,None
3/22/2021,HARRIS COUNTY,4713325,236,15,None
3/23/2021,HARRIS COUNTY,4713325,702,20,None
3/24/2021,HARRIS COUNTY,4713325,333,32,None
3/25/2021,HARRIS COUNTY,4713325,577,24,None
3/26/2021,HARRIS COUNTY,4713325,817,26,None
3/27/2021,HARRIS COUNTY,4713325,1264,20,None
3/28/2021,HARRIS COUNTY,4713325,755,11,None
3/29/2021,HARRIS COUNTY,4713325,902,1,None
3/30/2021,HARRIS COUNTY,4713325,768,19,None
3/31/2021,HARRIS COUNTY,4713325,575,0,None
4/1/2021,HARRIS COUNTY,4713325,568,48,None
4/2/2021,HARRIS COUNTY,4713325,579,31,None
4/3/2021,HARRIS COUNTY,4713325,723,20,None
4/4/2021,HARRIS COUNTY,4713325,439,3,None
4/5/2021,HARRIS COUNTY,4713325,223,0,None
4/6/2021,HARRIS COUNTY,4713325,613,8,None
4/7/2021,HARRIS COUNTY,4713325,355,20,None
4/8/2021,HARRIS COUNTY,4713325,569,22,None
4/9/2021,HARRIS COUNTY,4713325,443,25,None
4/10/2021,HARRIS COUNTY,4713325,545,18,None
4/11/2021,HARRIS COUNTY,4713325,570,2,None
4/12/2021,HARRIS COUNTY,4713325,546,1,None
4/13/2021,HARRIS COUNTY,4713325,384,14,None
4/14/2021,HARRIS COUNTY,4713325,649,14,None
4/15/2021,HARRIS COUNTY,4713325,576,20,None
4/16/2021,HARRIS COUNTY,4713325,514,23,None
4/17/2021,HARRIS COUNTY,4713325,476,12,None
4/18/2021,HARRIS COUNTY,4713325,512,13,None
4/19/2021,HARRIS COUNTY,4713325,184,4,None
4/20/2021,HARRIS COUNTY,4713325,392,13,None
4/21/2021,HARRIS COUNTY,4713325,746,13,None
4/22/2021,HARRIS COUNTY,4713325,665,20,None
4/23/2021,HARRIS COUNTY,4713325,226,11,None
4/24/2021,HARRIS COUNTY,4713325,1082,11,None
4/25/2021,HARRIS COUNTY,4713325,443,6,None
4/26/2021,HARRIS COUNTY,4713325,373,1,None
4/27/2021,HARRIS COUNTY,4713325,540,16,None
4/28/2021,HARRIS COUNTY,4713325,351,12,None
4/29/2021,HARRIS COUNTY,4713325,455,13,None
4/30/2021,HARRIS COUNTY,4713325,307,15,None
5/1/2021,HARRIS COUNTY,4713325,464,5,None
5/2/2021,HARRIS COUNTY,4713325,312,5,None
5/3/2021,HARRIS COUNTY,4713325,379,1,None
5/4/2021,HARRIS COUNTY,4713325,232,12,None
5/5/2021,HARRIS COUNTY,4713325,226,12,None
5/6/2021,HARRIS COUNTY,4713325,354,6,None
5/7/2021,HARRIS COUNTY,4713325,470,14,None
5/8/2021,HARRIS COUNTY,4713325,360,11,None
5/9/2021,HARRIS COUNTY,4713325,307,2,None
5/10/2021,HARRIS COUNTY,4713325,218,0,None
5/11/2021,HARRIS COUNTY,4713325,133,11,None
5/12/2021,HARRIS COUNTY,4713325,320,19,None
5/13/2021,HARRIS COUNTY,4713325,0,8,None
5/14/2021,HARRIS COUNTY,4713325,168,10,None
5/15/2021,HARRIS COUNTY,4713325,303,7,None
5/16/2021,HARRIS COUNTY,4713325,106,0,None
5/17/2021,HARRIS COUNTY,4713325,0,3,None
5/18/2021,HARRIS COUNTY,4713325,494,12,None
5/19/2021,HARRIS COUNTY,4713325,291,12,None
5/20/2021,HARRIS COUNTY,4713325,241,15,None
5/21/2021,HARRIS COUNTY,4713325,173,7,None
5/22/2021,HARRIS COUNTY,4713325,262,11,None
5/23/2021,HARRIS COUNTY,4713325,263,2,None
5/24/2021,HARRIS COUNTY,4713325,297,1,None
5/25/2021,HARRIS COUNTY,4713325,582,12,None
5/26/2021,HARRIS COUNTY,4713325,235,15,None
5/27/2021,HARRIS COUNTY,4713325,140,3,None
5/28/2021,HARRIS COUNTY,4713325,299,7,None
5/29/2021,HARRIS COUNTY,4713325,194,6,None
5/30/2021,HARRIS COUNTY,4713325,270,4,None
1/22/2020,MONTGOMERY COUNTY,4713325,0,0,None
1/23/2020,MONTGOMERY COUNTY,607391,0,0,None
1/24/2020,MONTGOMERY COUNTY,607391,0,0,None
1/25/2020,MONTGOMERY COUNTY,607391,0,0,None
1/26/2020,MONTGOMERY COUNTY,607391,0,0,None
1/27/2020,MONTGOMERY COUNTY,607391,0,0,None
1/28/2020,MONTGOMERY COUNTY,607391,0,0,None
1/29/2020,MONTGOMERY COUNTY,607391,0,0,None
1/30/2020,MONTGOMERY COUNTY,607391,0,0,None
1/31/2020,MONTGOMERY COUNTY,607391,0,0,None
2/1/2020,MONTGOMERY COUNTY,607391,0,0,None
2/2/2020,MONTGOMERY COUNTY,607391,0,0,None
2/3/2020,MONTGOMERY COUNTY,607391,0,0,None
2/4/2020,MONTGOMERY COUNTY,607391,0,0,None
2/5/2020,MONTGOMERY COUNTY,607391,0,0,None
2/6/2020,MONTGOMERY COUNTY,607391,0,0,None
2/7/2020,MONTGOMERY COUNTY,607391,0,0,None
2/8/2020,MONTGOMERY COUNTY,607391,0,0,None
2/9/2020,MONTGOMERY COUNTY,607391,0,0,None
2/10/2020,MONTGOMERY COUNTY,607391,0,0,None
2/11/2020,MONTGOMERY COUNTY,607391,0,0,None
2/12/2020,MONTGOMERY COUNTY,607391,0,0,None
2/13/2020,MONTGOMERY COUNTY,607391,0,0,None
2/14/2020,MONTGOMERY COUNTY,607391,0,0,None
2/15/2020,MONTGOMERY COUNTY,607391,0,0,None
2/16/2020,MONTGOMERY COUNTY,607391,0,0,None
2/17/2020,MONTGOMERY COUNTY,607391,0,0,None
2/18/2020,MONTGOMERY COUNTY,607391,0,0,None
2/19/2020,MONTGOMERY COUNTY,607391,0,0,None
2/20/2020,MONTGOMERY COUNTY,607391,0,0,None
2/21/2020,MONTGOMERY COUNTY,607391,0,0,None
2/22/2020,MONTGOMERY COUNTY,607391,0,0,None
2/23/2020,MONTGOMERY COUNTY,607391,0,0,None
2/24/2020,MONTGOMERY COUNTY,607391,0,0,None
2/25/2020,MONTGOMERY COUNTY,607391,0,0,None
2/26/2020,MONTGOMERY COUNTY,607391,0,0,None
2/27/2020,MONTGOMERY COUNTY,607391,0,0,None
2/28/2020,MONTGOMERY COUNTY,607391,0,0,None
2/29/2020,MONTGOMERY COUNTY,607391,0,0,None
3/1/2020,MONTGOMERY COUNTY,607391,0,0,None
3/2/2020,MONTGOMERY COUNTY,607391,0,0,None
3/3/2020,MONTGOMERY COUNTY,607391,0,0,None
3/4/2020,MONTGOMERY COUNTY,607391,0,0,None
3/5/2020,MONTGOMERY COUNTY,607391,0,0,None
3/6/2020,MONTGOMERY COUNTY,607391,0,0,None
3/7/2020,MONTGOMERY COUNTY,607391,0,0,None
3/8/2020,MONTGOMERY COUNTY,607391,0,0,None
3/9/2020,MONTGOMERY COUNTY,607391,0,0,None
3/10/2020,MONTGOMERY COUNTY,607391,0,0,None
3/11/2020,MONTGOMERY COUNTY,607391,1,0,None
3/12/2020,MONTGOMERY COUNTY,607391,3,0,None
3/13/2020,MONTGOMERY COUNTY,607391,-1,0,None
3/14/2020,MONTGOMERY COUNTY,607391,1,0,None
3/15/2020,MONTGOMERY COUNTY,607391,0,0,None
3/16/2020,MONTGOMERY COUNTY,607391,0,0,None
3/17/2020,MONTGOMERY COUNTY,607391,0,0,The Texas Department of State Health Services confirmed the first death as a result of COVID-19.
3/18/2020,MONTGOMERY COUNTY,607391,3,0,None
3/19/2020,MONTGOMERY COUNTY,607391,0,0,"The Governor issued a series of Executive Orders to accomplish the following: Order No. 1: Prohibiting public gatherings of 10 or more people; Order No. 2: Discouraging dine-in at restaurants and bars, or visitation of gyms and massage parlors; Order No. 3: Prohibiting visitation to nursing homes, retirement homes, or long-term care facilities; Order No. 4: Closing schools."
3/20/2020,MONTGOMERY COUNTY,607391,3,0,"The Texas Supreme Court issued an emergency order suspending residential eviction proceedings through April 19, 2020."
3/21/2020,MONTGOMERY COUNTY,607391,3,0,None
3/22/2020,MONTGOMERY COUNTY,607391,0,0,None
3/23/2020,MONTGOMERY COUNTY,607391,6,0,None
3/24/2020,MONTGOMERY COUNTY,607391,4,0,None
3/25/2020,MONTGOMERY COUNTY,607391,8,0,None
3/26/2020,MONTGOMERY COUNTY,607391,10,0,None
3/27/2020,MONTGOMERY COUNTY,607391,6,0,None
3/28/2020,MONTGOMERY COUNTY,607391,16,0,The Department of Health and Human Services waived interview requirements for households applying for SNAP and continued benefits for existing households.
3/29/2020,MONTGOMERY COUNTY,607391,2,0,None
3/30/2020,MONTGOMERY COUNTY,607391,16,0,None
3/31/2020,MONTGOMERY COUNTY,607391,12,0,None
4/1/2020,MONTGOMERY COUNTY,607391,17,2,"The Governor and the Department of Housing and Community Affairs waived statutes related to the U.S. Department of Housing and Urban Developments HOME Investments Partnership program, granting flexible use of funds to help Texans pay their rent."
4/2/2020,MONTGOMERY COUNTY,607391,9,1,None
4/3/2020,MONTGOMERY COUNTY,607391,11,0,None
4/4/2020,MONTGOMERY COUNTY,607391,12,0,None
4/5/2020,MONTGOMERY COUNTY,607391,7,0,None
4/6/2020,MONTGOMERY COUNTY,607391,12,0,None
4/7/2020,MONTGOMERY COUNTY,607391,36,1,None
4/8/2020,MONTGOMERY COUNTY,607391,13,0,None
4/9/2020,MONTGOMERY COUNTY,607391,21,0,None
4/10/2020,MONTGOMERY COUNTY,607391,0,0,None
4/11/2020,MONTGOMERY COUNTY,607391,20,1,None
4/12/2020,MONTGOMERY COUNTY,607391,0,0,None
4/13/2020,MONTGOMERY COUNTY,607391,15,1,None
4/14/2020,MONTGOMERY COUNTY,607391,42,0,None
4/15/2020,MONTGOMERY COUNTY,607391,23,0,None
4/16/2020,MONTGOMERY COUNTY,607391,0,0,None
4/17/2020,MONTGOMERY COUNTY,607391,39,1,None
4/18/2020,MONTGOMERY COUNTY,607391,0,0,None
4/19/2020,MONTGOMERY COUNTY,607391,7,0,None
4/20/2020,MONTGOMERY COUNTY,607391,0,0,None
4/21/2020,MONTGOMERY COUNTY,607391,16,0,None
4/22/2020,MONTGOMERY COUNTY,607391,47,0,None
4/23/2020,MONTGOMERY COUNTY,607391,27,1,None
4/24/2020,MONTGOMERY COUNTY,607391,29,1,"The Governor and the Texas Department of Housing and Community Affairs announced that Texas will provide HOME Tenant Based Rental Assistance to Texans experiencing housing challenges, made possible by waived recently authorized by U.S. Department of Housing and Urban Development."
4/25/2020,MONTGOMERY COUNTY,607391,10,0,None
4/26/2020,MONTGOMERY COUNTY,607391,0,0,None
4/27/2020,MONTGOMERY COUNTY,607391,24,1,None
4/28/2020,MONTGOMERY COUNTY,607391,32,2,None
4/29/2020,MONTGOMERY COUNTY,607391,0,0,The Governor suspended certain statutes to temporarily allow for appearances before a notary public via videoconference when executing real-estate instruments such as mortgages.
4/30/2020,MONTGOMERY COUNTY,607391,40,0,None
5/1/2020,MONTGOMERY COUNTY,607391,27,2,None
5/2/2020,MONTGOMERY COUNTY,607391,5,0,None
5/3/2020,MONTGOMERY COUNTY,607391,0,0,None
5/4/2020,MONTGOMERY COUNTY,607391,6,1,None
5/5/2020,MONTGOMERY COUNTY,607391,22,0,None
5/6/2020,MONTGOMERY COUNTY,607391,10,0,None
5/7/2020,MONTGOMERY COUNTY,607391,17,0,None
5/8/2020,MONTGOMERY COUNTY,607391,10,1,"The Governor, the Texas Education Agency, and the Dallas Independent School District launched Operation Connectivity, a statewide initiative to deliver internet connectivity and device solutions for schools, families, and students in the transition to at-home digital learning."
5/9/2020,MONTGOMERY COUNTY,607391,0,0,None
5/10/2020,MONTGOMERY COUNTY,607391,0,0,None
5/11/2020,MONTGOMERY COUNTY,607391,25,1,None
5/12/2020,MONTGOMERY COUNTY,607391,18,0,None
5/13/2020,MONTGOMERY COUNTY,607391,16,0,None
5/14/2020,MONTGOMERY COUNTY,607391,15,1,None
5/15/2020,MONTGOMERY COUNTY,607391,25,0,None
5/16/2020,MONTGOMERY COUNTY,607391,0,0,None
5/17/2020,MONTGOMERY COUNTY,607391,0,0,None
5/18/2020,MONTGOMERY COUNTY,607391,19,0,None
5/19/2020,MONTGOMERY COUNTY,607391,31,0,"The Governor urged local governments to reduce the property tax burden on Texans. He also urged the passage of legislation to protect business owners, healthcare facilities and employees, and first responders from being held liable for COVID-19 exposure claims when they adhere to relevant public health guidelines."
5/20/2020,MONTGOMERY COUNTY,607391,13,3,None
5/21/2020,MONTGOMERY COUNTY,607391,20,0,None
5/22/2020,MONTGOMERY COUNTY,607391,7,2,"The Governor released a public service announcement, Be A Good Neighbor. Be a Good Texan, encouraging Texans to do their part to protect themselves and others by following best practices including social distancing, wearing a face mask, and washing hands regularly."
5/23/2020,MONTGOMERY COUNTY,607391,0,0,None
5/24/2020,MONTGOMERY COUNTY,607391,0,0,None
5/25/2020,MONTGOMERY COUNTY,607391,0,0,None
5/26/2020,MONTGOMERY COUNTY,607391,0,0,None
5/27/2020,MONTGOMERY COUNTY,607391,38,3,None
5/28/2020,MONTGOMERY COUNTY,607391,0,0,None
5/29/2020,MONTGOMERY COUNTY,607391,28,0,None
5/30/2020,MONTGOMERY COUNTY,607391,0,0,None
5/31/2020,MONTGOMERY COUNTY,607391,0,0,None
6/1/2020,MONTGOMERY COUNTY,607391,12,0,None
6/2/2020,MONTGOMERY COUNTY,607391,44,0,None
6/3/2020,MONTGOMERY COUNTY,607391,23,0,None
6/4/2020,MONTGOMERY COUNTY,607391,20,1,None
6/5/2020,MONTGOMERY COUNTY,607391,11,1,None
6/6/2020,MONTGOMERY COUNTY,607391,0,0,None
6/7/2020,MONTGOMERY COUNTY,607391,0,0,None
6/8/2020,MONTGOMERY COUNTY,607391,26,3,None
6/9/2020,MONTGOMERY COUNTY,607391,32,0,None
6/10/2020,MONTGOMERY COUNTY,607391,40,1,None
6/11/2020,MONTGOMERY COUNTY,607391,35,0,None
6/12/2020,MONTGOMERY COUNTY,607391,61,0,None
6/13/2020,MONTGOMERY COUNTY,607391,0,0,None
6/14/2020,MONTGOMERY COUNTY,607391,0,0,None
6/15/2020,MONTGOMERY COUNTY,607391,42,1,None
6/16/2020,MONTGOMERY COUNTY,607391,59,0,None
6/17/2020,MONTGOMERY COUNTY,607391,69,0,None
6/18/2020,MONTGOMERY COUNTY,607391,56,0,None
6/19/2020,MONTGOMERY COUNTY,607391,0,0,None
6/20/2020,MONTGOMERY COUNTY,607391,71,1,None
6/21/2020,MONTGOMERY COUNTY,607391,0,0,None
6/22/2020,MONTGOMERY COUNTY,607391,92,0,None
6/23/2020,MONTGOMERY COUNTY,607391,90,0,The Governor expanded the authority of mayors and county judges to impose restrictions on outdoor gatherings of over 100 people.
6/24/2020,MONTGOMERY COUNTY,607391,94,2,None
6/25/2020,MONTGOMERY COUNTY,607391,58,0,None
6/26/2020,MONTGOMERY COUNTY,607391,63,0,None
6/27/2020,MONTGOMERY COUNTY,607391,0,0,None
6/28/2020,MONTGOMERY COUNTY,607391,0,0,None
6/29/2020,MONTGOMERY COUNTY,607391,76,0,None
6/30/2020,MONTGOMERY COUNTY,607391,105,0,None
7/1/2020,MONTGOMERY COUNTY,607391,124,0,None
7/2/2020,MONTGOMERY COUNTY,607391,96,1,None
7/3/2020,MONTGOMERY COUNTY,607391,0,0,None
7/4/2020,MONTGOMERY COUNTY,607391,0,0,None
7/5/2020,MONTGOMERY COUNTY,607391,0,0,None
7/6/2020,MONTGOMERY COUNTY,607391,197,0,None
7/7/2020,MONTGOMERY COUNTY,607391,104,1,None
7/8/2020,MONTGOMERY COUNTY,607391,130,0,None
7/9/2020,MONTGOMERY COUNTY,607391,92,2,None
7/10/2020,MONTGOMERY COUNTY,607391,131,1,None
7/11/2020,MONTGOMERY COUNTY,607391,0,0,None
7/12/2020,MONTGOMERY COUNTY,607391,0,0,None
7/13/2020,MONTGOMERY COUNTY,607391,105,1,None
7/14/2020,MONTGOMERY COUNTY,607391,359,2,None
7/15/2020,MONTGOMERY COUNTY,607391,853,1,None
7/16/2020,MONTGOMERY COUNTY,607391,177,1,None
7/17/2020,MONTGOMERY COUNTY,607391,220,0,None
7/18/2020,MONTGOMERY COUNTY,607391,0,0,None
7/19/2020,MONTGOMERY COUNTY,607391,0,0,None
7/20/2020,MONTGOMERY COUNTY,607391,346,3,None
7/21/2020,MONTGOMERY COUNTY,607391,102,0,None
7/22/2020,MONTGOMERY COUNTY,607391,125,1,None
7/23/2020,MONTGOMERY COUNTY,607391,150,3,None
7/24/2020,MONTGOMERY COUNTY,607391,153,0,None
7/25/2020,MONTGOMERY COUNTY,607391,0,0,None
7/26/2020,MONTGOMERY COUNTY,607391,0,0,None
7/27/2020,MONTGOMERY COUNTY,607391,183,1,None
7/28/2020,MONTGOMERY COUNTY,607391,72,6,None
7/29/2020,MONTGOMERY COUNTY,607391,138,5,None
7/30/2020,MONTGOMERY COUNTY,607391,87,4,None
7/31/2020,MONTGOMERY COUNTY,607391,119,2,None
8/1/2020,MONTGOMERY COUNTY,607391,0,1,None
8/2/2020,MONTGOMERY COUNTY,607391,0,0,None
8/3/2020,MONTGOMERY COUNTY,607391,95,1,None
8/4/2020,MONTGOMERY COUNTY,607391,106,0,None
8/5/2020,MONTGOMERY COUNTY,607391,62,3,None
8/6/2020,MONTGOMERY COUNTY,607391,51,1,None
8/7/2020,MONTGOMERY COUNTY,607391,67,5,None
8/8/2020,MONTGOMERY COUNTY,607391,0,0,None
8/9/2020,MONTGOMERY COUNTY,607391,0,3,None
8/10/2020,MONTGOMERY COUNTY,607391,77,5,None
8/11/2020,MONTGOMERY COUNTY,607391,122,4,None
8/12/2020,MONTGOMERY COUNTY,607391,44,1,None
8/13/2020,MONTGOMERY COUNTY,607391,44,0,None
8/14/2020,MONTGOMERY COUNTY,607391,93,2,None
8/15/2020,MONTGOMERY COUNTY,607391,0,5,None
8/16/2020,MONTGOMERY COUNTY,607391,0,1,None
8/17/2020,MONTGOMERY COUNTY,607391,203,0,None
8/18/2020,MONTGOMERY COUNTY,607391,167,4,None
8/19/2020,MONTGOMERY COUNTY,607391,206,2,None
8/20/2020,MONTGOMERY COUNTY,607391,210,1,None
8/21/2020,MONTGOMERY COUNTY,607391,172,0,None
8/22/2020,MONTGOMERY COUNTY,607391,0,2,None
8/23/2020,MONTGOMERY COUNTY,607391,0,1,None
8/24/2020,MONTGOMERY COUNTY,607391,207,0,None
8/25/2020,MONTGOMERY COUNTY,607391,146,2,None
8/26/2020,MONTGOMERY COUNTY,607391,247,2,None
8/27/2020,MONTGOMERY COUNTY,607391,0,2,None
8/28/2020,MONTGOMERY COUNTY,607391,65,1,None
8/29/2020,MONTGOMERY COUNTY,607391,0,0,None
8/30/2020,MONTGOMERY COUNTY,607391,0,0,None
8/31/2020,MONTGOMERY COUNTY,607391,156,2,None
9/1/2020,MONTGOMERY COUNTY,607391,64,3,None
9/2/2020,MONTGOMERY COUNTY,607391,104,5,None
9/3/2020,MONTGOMERY COUNTY,607391,142,2,None
9/4/2020,MONTGOMERY COUNTY,607391,118,0,None
9/5/2020,MONTGOMERY COUNTY,607391,0,1,None
9/6/2020,MONTGOMERY COUNTY,607391,0,0,None
9/7/2020,MONTGOMERY COUNTY,607391,0,0,None
9/8/2020,MONTGOMERY COUNTY,607391,213,1,None
9/9/2020,MONTGOMERY COUNTY,607391,89,3,None
9/10/2020,MONTGOMERY COUNTY,607391,120,0,None
9/11/2020,MONTGOMERY COUNTY,607391,204,3,None
9/12/2020,MONTGOMERY COUNTY,607391,0,4,None
9/13/2020,MONTGOMERY COUNTY,607391,0,1,None
9/14/2020,MONTGOMERY COUNTY,607391,226,0,None
9/15/2020,MONTGOMERY COUNTY,607391,166,2,None
9/16/2020,MONTGOMERY COUNTY,607391,161,4,None
9/17/2020,MONTGOMERY COUNTY,607391,106,1,None
9/18/2020,MONTGOMERY COUNTY,607391,122,3,None
9/19/2020,MONTGOMERY COUNTY,607391,0,2,None
9/20/2020,MONTGOMERY COUNTY,607391,0,0,None
9/21/2020,MONTGOMERY COUNTY,607391,95,0,None
9/22/2020,MONTGOMERY COUNTY,607391,45,0,None
9/23/2020,MONTGOMERY COUNTY,607391,36,0,None
9/24/2020,MONTGOMERY COUNTY,607391,44,1,None
9/25/2020,MONTGOMERY COUNTY,607391,23,0,Governor Abbott announced over $171 million in CARES Act funding for rental assistance and the Texas Eviction Diversion Program
9/26/2020,MONTGOMERY COUNTY,607391,0,0,None
9/27/2020,MONTGOMERY COUNTY,607391,0,0,None
9/28/2020,MONTGOMERY COUNTY,607391,98,0,None
9/29/2020,MONTGOMERY COUNTY,607391,84,0,None
9/30/2020,MONTGOMERY COUNTY,607391,96,1,None
10/1/2020,MONTGOMERY COUNTY,607391,129,2,None
10/2/2020,MONTGOMERY COUNTY,607391,86,0,None
10/3/2020,MONTGOMERY COUNTY,607391,0,0,None
10/4/2020,MONTGOMERY COUNTY,607391,0,1,None
10/5/2020,MONTGOMERY COUNTY,607391,137,0,None
10/6/2020,MONTGOMERY COUNTY,607391,238,0,None
10/7/2020,MONTGOMERY COUNTY,607391,173,0,None
10/8/2020,MONTGOMERY COUNTY,607391,167,0,None
10/9/2020,MONTGOMERY COUNTY,607391,92,2,None
10/10/2020,MONTGOMERY COUNTY,607391,0,1,None
10/11/2020,MONTGOMERY COUNTY,607391,0,1,None
10/12/2020,MONTGOMERY COUNTY,607391,251,0,None
10/13/2020,MONTGOMERY COUNTY,607391,131,1,None
10/14/2020,MONTGOMERY COUNTY,607391,95,0,None
10/15/2020,MONTGOMERY COUNTY,607391,156,0,None
10/16/2020,MONTGOMERY COUNTY,607391,97,0,None
10/17/2020,MONTGOMERY COUNTY,607391,0,2,None
10/18/2020,MONTGOMERY COUNTY,607391,0,1,None
10/19/2020,MONTGOMERY COUNTY,607391,147,0,None
10/20/2020,MONTGOMERY COUNTY,607391,95,1,None
10/21/2020,MONTGOMERY COUNTY,607391,138,1,None
10/22/2020,MONTGOMERY COUNTY,607391,212,0,None
10/23/2020,MONTGOMERY COUNTY,607391,139,0,None
10/24/2020,MONTGOMERY COUNTY,607391,0,1,None
10/25/2020,MONTGOMERY COUNTY,607391,0,0,None
10/26/2020,MONTGOMERY COUNTY,607391,221,1,None
10/27/2020,MONTGOMERY COUNTY,607391,121,4,None
10/28/2020,MONTGOMERY COUNTY,607391,79,1,None
10/29/2020,MONTGOMERY COUNTY,607391,80,0,None
10/30/2020,MONTGOMERY COUNTY,607391,99,3,None
10/31/2020,MONTGOMERY COUNTY,607391,0,0,None
11/1/2020,MONTGOMERY COUNTY,607391,0,0,None
11/2/2020,MONTGOMERY COUNTY,607391,52,1,None
11/3/2020,MONTGOMERY COUNTY,607391,4,0,None
11/4/2020,MONTGOMERY COUNTY,607391,-7,0,None
11/5/2020,MONTGOMERY COUNTY,607391,56,1,None
11/6/2020,MONTGOMERY COUNTY,607391,0,1,None
11/7/2020,MONTGOMERY COUNTY,607391,0,0,None
11/8/2020,MONTGOMERY COUNTY,607391,0,0,None
11/9/2020,MONTGOMERY COUNTY,607391,0,1,None
11/10/2020,MONTGOMERY COUNTY,607391,0,2,None
11/11/2020,MONTGOMERY COUNTY,607391,0,0,None
11/12/2020,MONTGOMERY COUNTY,607391,513,3,None
11/13/2020,MONTGOMERY COUNTY,607391,119,0,None
11/14/2020,MONTGOMERY COUNTY,607391,0,2,None
11/15/2020,MONTGOMERY COUNTY,607391,0,0,None
11/16/2020,MONTGOMERY COUNTY,607391,183,1,None
11/17/2020,MONTGOMERY COUNTY,607391,132,3,None
11/18/2020,MONTGOMERY COUNTY,607391,201,2,None
11/19/2020,MONTGOMERY COUNTY,607391,330,2,None
11/20/2020,MONTGOMERY COUNTY,607391,162,1,None
11/21/2020,MONTGOMERY COUNTY,607391,0,0,None
11/22/2020,MONTGOMERY COUNTY,607391,0,2,None
11/23/2020,MONTGOMERY COUNTY,607391,629,1,None
11/24/2020,MONTGOMERY COUNTY,607391,240,1,None
11/25/2020,MONTGOMERY COUNTY,607391,193,1,None
11/26/2020,MONTGOMERY COUNTY,607391,0,4,None
11/27/2020,MONTGOMERY COUNTY,607391,0,1,None
11/28/2020,MONTGOMERY COUNTY,607391,0,0,None
11/29/2020,MONTGOMERY COUNTY,607391,0,0,None
11/30/2020,MONTGOMERY COUNTY,607391,933,0,None
12/1/2020,MONTGOMERY COUNTY,607391,268,0,None
12/2/2020,MONTGOMERY COUNTY,607391,247,2,None
12/3/2020,MONTGOMERY COUNTY,607391,218,1,None
12/4/2020,MONTGOMERY COUNTY,607391,286,1,None
12/5/2020,MONTGOMERY COUNTY,607391,0,0,None
12/6/2020,MONTGOMERY COUNTY,607391,0,0,None
12/7/2020,MONTGOMERY COUNTY,607391,650,0,None
12/8/2020,MONTGOMERY COUNTY,607391,200,1,None
12/9/2020,MONTGOMERY COUNTY,607391,230,4,None
12/10/2020,MONTGOMERY COUNTY,607391,238,1,None
12/11/2020,MONTGOMERY COUNTY,607391,367,4,None
12/12/2020,MONTGOMERY COUNTY,607391,0,4,None
12/13/2020,MONTGOMERY COUNTY,607391,0,3,None
12/14/2020,MONTGOMERY COUNTY,607391,589,0,None
12/15/2020,MONTGOMERY COUNTY,607391,400,4,None
12/16/2020,MONTGOMERY COUNTY,607391,399,0,None
12/17/2020,MONTGOMERY COUNTY,607391,234,3,"95,000 doses of COVID-19 vaccine have been delivered to 23 different sites throughout the state of Texas. An additional 129,675 doses will be delivered to 87 sites today — bringing the total number of doses to over 224,000 across 110 providers (hospitals and medical schools) in 34 counties."
12/18/2020,MONTGOMERY COUNTY,607391,337,4,None
12/19/2020,MONTGOMERY COUNTY,607391,0,1,None
12/20/2020,MONTGOMERY COUNTY,607391,0,0,None
12/21/2020,MONTGOMERY COUNTY,607391,689,1,None
12/22/2020,MONTGOMERY COUNTY,607391,571,3,None
12/23/2020,MONTGOMERY COUNTY,607391,528,2,None
12/24/2020,MONTGOMERY COUNTY,607391,0,4,None
